Entity,Code,Date,"Government Response Stringency Index ((0 to 100, 100 = strictest))"
Costa Rica,CRI,"Jan 20, 2020",0
Costa Rica,CRI,"Jan 21, 2020",0
Costa Rica,CRI,"Jan 22, 2020",0
Costa Rica,CRI,"Jan 23, 2020",0
Costa Rica,CRI,"Jan 24, 2020",0
Costa Rica,CRI,"Jan 25, 2020",0
Costa Rica,CRI,"Jan 26, 2020",0
Costa Rica,CRI,"Jan 27, 2020",0
Costa Rica,CRI,"Jan 28, 2020",0
Costa Rica,CRI,"Jan 29, 2020",0
Costa Rica,CRI,"Jan 30, 2020",0
Costa Rica,CRI,"Jan 31, 2020",0
Costa Rica,CRI,"Feb 1, 2020",0
Costa Rica,CRI,"Feb 2, 2020",0
Costa Rica,CRI,"Feb 3, 2020",0
Costa Rica,CRI,"Feb 4, 2020",0
Costa Rica,CRI,"Feb 5, 2020",0
Costa Rica,CRI,"Feb 6, 2020",0
Costa Rica,CRI,"Feb 7, 2020",0
Costa Rica,CRI,"Feb 8, 2020",0
Costa Rica,CRI,"Feb 9, 2020",0
Costa Rica,CRI,"Feb 10, 2020",0
Costa Rica,CRI,"Feb 11, 2020",0
Costa Rica,CRI,"Feb 12, 2020",0
Costa Rica,CRI,"Feb 13, 2020",0
Costa Rica,CRI,"Feb 14, 2020",0
Costa Rica,CRI,"Feb 15, 2020",0
Costa Rica,CRI,"Feb 16, 2020",0
Costa Rica,CRI,"Feb 17, 2020",0
Costa Rica,CRI,"Feb 18, 2020",0
Costa Rica,CRI,"Feb 19, 2020",0
Costa Rica,CRI,"Feb 20, 2020",0
Costa Rica,CRI,"Feb 21, 2020",0
Costa Rica,CRI,"Feb 22, 2020",0
Costa Rica,CRI,"Feb 23, 2020",0
Costa Rica,CRI,"Feb 24, 2020",0
Costa Rica,CRI,"Feb 25, 2020",0
Costa Rica,CRI,"Feb 26, 2020",0
Costa Rica,CRI,"Feb 27, 2020",0
Costa Rica,CRI,"Feb 28, 2020",0
Costa Rica,CRI,"Feb 29, 2020",0
Costa Rica,CRI,"Mar 1, 2020",0
Costa Rica,CRI,"Mar 2, 2020",0
Costa Rica,CRI,"Mar 3, 2020",0
Costa Rica,CRI,"Mar 4, 2020",0
Costa Rica,CRI,"Mar 5, 2020",0
Costa Rica,CRI,"Mar 6, 2020",0
Costa Rica,CRI,"Mar 7, 2020",0
Costa Rica,CRI,"Mar 8, 2020",0
Costa Rica,CRI,"Mar 9, 2020",14.29
Costa Rica,CRI,"Mar 10, 2020",28.57
Costa Rica,CRI,"Mar 11, 2020",42.86
Costa Rica,CRI,"Mar 12, 2020",42.86
Costa Rica,CRI,"Mar 13, 2020",42.86
Costa Rica,CRI,"Mar 14, 2020",42.86
Costa Rica,CRI,"Mar 15, 2020",42.86
Costa Rica,CRI,"Mar 16, 2020",52.38
Costa Rica,CRI,"Mar 17, 2020",57.14
Costa Rica,CRI,"Mar 18, 2020",71.43
Costa Rica,CRI,"Mar 19, 2020",71.43
Costa Rica,CRI,"Mar 20, 2020",57.14
Costa Rica,CRI,"Mar 21, 2020",57.14
Costa Rica,CRI,"Mar 22, 2020",57.14
Costa Rica,CRI,"Mar 23, 2020",57.14
Costa Rica,CRI,"Mar 24, 2020",71.43
Costa Rica,CRI,"Mar 25, 2020",71.43
Costa Rica,CRI,"Mar 26, 2020",71.43
Costa Rica,CRI,"Mar 27, 2020",71.43
Costa Rica,CRI,"Mar 28, 2020",71.43
Costa Rica,CRI,"Mar 29, 2020",71.43
Croatia,HRV,"Jan 1, 2020",0
Croatia,HRV,"Jan 2, 2020",0
Croatia,HRV,"Jan 3, 2020",0
Croatia,HRV,"Jan 4, 2020",0
Croatia,HRV,"Jan 5, 2020",0
Croatia,HRV,"Jan 6, 2020",0
Croatia,HRV,"Jan 7, 2020",0
Croatia,HRV,"Jan 8, 2020",0
Croatia,HRV,"Jan 9, 2020",0
Croatia,HRV,"Jan 10, 2020",0
Croatia,HRV,"Jan 11, 2020",0
Croatia,HRV,"Jan 12, 2020",0
Croatia,HRV,"Jan 13, 2020",0
Croatia,HRV,"Jan 14, 2020",0
Croatia,HRV,"Jan 15, 2020",0
Croatia,HRV,"Jan 16, 2020",0
Croatia,HRV,"Jan 17, 2020",0
Croatia,HRV,"Jan 18, 2020",0
Croatia,HRV,"Jan 19, 2020",0
Croatia,HRV,"Jan 20, 2020",0
Croatia,HRV,"Jan 21, 2020",0
Croatia,HRV,"Jan 22, 2020",0
Croatia,HRV,"Jan 23, 2020",0
Croatia,HRV,"Jan 24, 2020",0
Croatia,HRV,"Jan 25, 2020",0
Croatia,HRV,"Jan 26, 2020",0
Croatia,HRV,"Jan 27, 2020",0
Croatia,HRV,"Jan 28, 2020",0
Croatia,HRV,"Jan 29, 2020",0
Croatia,HRV,"Jan 30, 2020",0
Croatia,HRV,"Jan 31, 2020",0
Croatia,HRV,"Feb 1, 2020",0
Croatia,HRV,"Feb 2, 2020",0
Croatia,HRV,"Feb 3, 2020",0
Croatia,HRV,"Feb 4, 2020",4.76
Croatia,HRV,"Feb 5, 2020",4.76
Croatia,HRV,"Feb 6, 2020",4.76
Croatia,HRV,"Feb 7, 2020",4.76
Croatia,HRV,"Feb 8, 2020",4.76
Croatia,HRV,"Feb 9, 2020",4.76
Croatia,HRV,"Feb 10, 2020",4.76
Croatia,HRV,"Feb 11, 2020",4.76
Croatia,HRV,"Feb 12, 2020",4.76
Croatia,HRV,"Feb 13, 2020",4.76
Croatia,HRV,"Feb 14, 2020",4.76
Croatia,HRV,"Feb 15, 2020",4.76
Croatia,HRV,"Feb 16, 2020",4.76
Croatia,HRV,"Feb 17, 2020",4.76
Croatia,HRV,"Feb 18, 2020",4.76
Croatia,HRV,"Feb 19, 2020",4.76
Croatia,HRV,"Feb 20, 2020",4.76
Croatia,HRV,"Feb 21, 2020",4.76
Croatia,HRV,"Feb 22, 2020",4.76
Croatia,HRV,"Feb 23, 2020",4.76
Croatia,HRV,"Feb 24, 2020",19.05
Croatia,HRV,"Feb 25, 2020",19.05
Croatia,HRV,"Feb 26, 2020",19.05
Croatia,HRV,"Feb 27, 2020",19.05
Croatia,HRV,"Feb 28, 2020",19.05
Croatia,HRV,"Feb 29, 2020",28.57
Croatia,HRV,"Mar 1, 2020",28.57
Croatia,HRV,"Mar 2, 2020",28.57
Croatia,HRV,"Mar 3, 2020",28.57
Croatia,HRV,"Mar 4, 2020",28.57
Croatia,HRV,"Mar 5, 2020",28.57
Croatia,HRV,"Mar 6, 2020",28.57
Croatia,HRV,"Mar 7, 2020",28.57
Croatia,HRV,"Mar 8, 2020",28.57
Croatia,HRV,"Mar 9, 2020",33.33
Croatia,HRV,"Mar 10, 2020",33.33
Croatia,HRV,"Mar 11, 2020",38.1
Croatia,HRV,"Mar 12, 2020",42.86
Croatia,HRV,"Mar 13, 2020",52.38
Croatia,HRV,"Mar 14, 2020",61.9
Croatia,HRV,"Mar 15, 2020",66.67
Croatia,HRV,"Mar 16, 2020",66.67
Croatia,HRV,"Mar 17, 2020",71.43
Croatia,HRV,"Mar 18, 2020",80.95
Croatia,HRV,"Mar 19, 2020",85.71
Croatia,HRV,"Mar 20, 2020",85.71
Croatia,HRV,"Mar 21, 2020",95.24
Croatia,HRV,"Mar 22, 2020",100
Croatia,HRV,"Mar 23, 2020",57.14
Croatia,HRV,"Mar 24, 2020",57.14
Croatia,HRV,"Mar 25, 2020",57.14
Croatia,HRV,"Mar 26, 2020",57.14
Croatia,HRV,"Mar 27, 2020",57.14
Croatia,HRV,"Mar 28, 2020",57.14
Croatia,HRV,"Mar 29, 2020",57.14
Czech Republic,CZE,"Jan 1, 2020",0
Czech Republic,CZE,"Jan 2, 2020",0
Czech Republic,CZE,"Jan 3, 2020",0
Czech Republic,CZE,"Jan 4, 2020",0
Czech Republic,CZE,"Jan 5, 2020",0
Czech Republic,CZE,"Jan 6, 2020",0
Czech Republic,CZE,"Jan 7, 2020",0
Czech Republic,CZE,"Jan 8, 2020",0
Czech Republic,CZE,"Jan 9, 2020",0
Czech Republic,CZE,"Jan 10, 2020",0
Czech Republic,CZE,"Jan 11, 2020",0
Czech Republic,CZE,"Jan 12, 2020",0
Czech Republic,CZE,"Jan 13, 2020",0
Czech Republic,CZE,"Jan 14, 2020",0
Czech Republic,CZE,"Jan 15, 2020",0
Czech Republic,CZE,"Jan 16, 2020",0
Czech Republic,CZE,"Jan 17, 2020",0
Czech Republic,CZE,"Jan 18, 2020",0
Czech Republic,CZE,"Jan 19, 2020",0
Czech Republic,CZE,"Jan 20, 2020",0
Czech Republic,CZE,"Jan 21, 2020",0
Czech Republic,CZE,"Jan 22, 2020",0
Czech Republic,CZE,"Jan 23, 2020",0
Czech Republic,CZE,"Jan 24, 2020",0
Czech Republic,CZE,"Jan 25, 2020",0
Czech Republic,CZE,"Jan 26, 2020",0
Czech Republic,CZE,"Jan 27, 2020",0
Czech Republic,CZE,"Jan 28, 2020",0
Czech Republic,CZE,"Jan 29, 2020",0
Czech Republic,CZE,"Jan 30, 2020",0
Czech Republic,CZE,"Jan 31, 2020",0
Czech Republic,CZE,"Feb 1, 2020",0
Czech Republic,CZE,"Feb 2, 2020",0
Czech Republic,CZE,"Feb 3, 2020",0
Czech Republic,CZE,"Feb 4, 2020",0
Czech Republic,CZE,"Feb 5, 2020",0
Czech Republic,CZE,"Feb 6, 2020",0
Czech Republic,CZE,"Feb 7, 2020",0
Czech Republic,CZE,"Feb 8, 2020",0
Czech Republic,CZE,"Feb 9, 2020",0
Czech Republic,CZE,"Feb 10, 2020",0
Czech Republic,CZE,"Feb 11, 2020",0
Czech Republic,CZE,"Feb 12, 2020",0
Czech Republic,CZE,"Feb 13, 2020",0
Czech Republic,CZE,"Feb 14, 2020",0
Czech Republic,CZE,"Feb 15, 2020",0
Czech Republic,CZE,"Feb 16, 2020",0
Czech Republic,CZE,"Feb 17, 2020",0
Czech Republic,CZE,"Feb 18, 2020",0
Czech Republic,CZE,"Feb 19, 2020",0
Czech Republic,CZE,"Feb 20, 2020",0
Czech Republic,CZE,"Feb 21, 2020",0
Czech Republic,CZE,"Feb 22, 2020",0
Czech Republic,CZE,"Feb 23, 2020",0
Czech Republic,CZE,"Feb 24, 2020",0
Czech Republic,CZE,"Feb 25, 2020",0
Czech Republic,CZE,"Feb 26, 2020",0
Czech Republic,CZE,"Feb 27, 2020",0
Czech Republic,CZE,"Feb 28, 2020",0
Czech Republic,CZE,"Feb 29, 2020",0
Czech Republic,CZE,"Mar 1, 2020",0
Czech Republic,CZE,"Mar 2, 2020",0
Czech Republic,CZE,"Mar 3, 2020",0
Czech Republic,CZE,"Mar 4, 2020",0
Czech Republic,CZE,"Mar 5, 2020",0
Czech Republic,CZE,"Mar 6, 2020",14.29
Czech Republic,CZE,"Mar 7, 2020",23.81
Czech Republic,CZE,"Mar 8, 2020",23.81
Czech Republic,CZE,"Mar 9, 2020",23.81
Czech Republic,CZE,"Mar 10, 2020",23.81
Czech Republic,CZE,"Mar 11, 2020",52.38
Czech Republic,CZE,"Mar 12, 2020",52.38
Czech Republic,CZE,"Mar 13, 2020",52.38
Czech Republic,CZE,"Mar 14, 2020",61.9
Czech Republic,CZE,"Mar 15, 2020",61.9
Czech Republic,CZE,"Mar 16, 2020",80.95
Czech Republic,CZE,"Mar 17, 2020",80.95
Czech Republic,CZE,"Mar 18, 2020",80.95
Czech Republic,CZE,"Mar 19, 2020",80.95
Czech Republic,CZE,"Mar 20, 2020",80.95
Czech Republic,CZE,"Mar 21, 2020",80.95
Czech Republic,CZE,"Mar 22, 2020",80.95
Czech Republic,CZE,"Mar 23, 2020",80.95
Democratic Republic of Congo,COD,"Feb 1, 2020",0
Democratic Republic of Congo,COD,"Feb 2, 2020",0
Democratic Republic of Congo,COD,"Feb 3, 2020",0
Democratic Republic of Congo,COD,"Feb 4, 2020",0
Democratic Republic of Congo,COD,"Feb 5, 2020",0
Democratic Republic of Congo,COD,"Feb 6, 2020",0
Democratic Republic of Congo,COD,"Feb 7, 2020",0
Democratic Republic of Congo,COD,"Feb 8, 2020",0
Democratic Republic of Congo,COD,"Feb 9, 2020",0
Democratic Republic of Congo,COD,"Feb 10, 2020",0
Democratic Republic of Congo,COD,"Feb 11, 2020",0
Democratic Republic of Congo,COD,"Feb 12, 2020",0
Democratic Republic of Congo,COD,"Feb 13, 2020",0
Democratic Republic of Congo,COD,"Feb 14, 2020",0
Democratic Republic of Congo,COD,"Feb 15, 2020",0
Democratic Republic of Congo,COD,"Feb 16, 2020",0
Democratic Republic of Congo,COD,"Feb 17, 2020",0
Democratic Republic of Congo,COD,"Feb 18, 2020",0
Democratic Republic of Congo,COD,"Feb 19, 2020",0
Democratic Republic of Congo,COD,"Feb 20, 2020",4.76
Democratic Republic of Congo,COD,"Feb 21, 2020",4.76
Democratic Republic of Congo,COD,"Feb 22, 2020",4.76
Democratic Republic of Congo,COD,"Feb 23, 2020",4.76
Democratic Republic of Congo,COD,"Feb 24, 2020",4.76
Democratic Republic of Congo,COD,"Feb 25, 2020",4.76
Democratic Republic of Congo,COD,"Feb 26, 2020",4.76
Democratic Republic of Congo,COD,"Feb 27, 2020",4.76
Democratic Republic of Congo,COD,"Feb 28, 2020",4.76
Democratic Republic of Congo,COD,"Feb 29, 2020",4.76
Democratic Republic of Congo,COD,"Mar 1, 2020",4.76
Democratic Republic of Congo,COD,"Mar 2, 2020",4.76
Democratic Republic of Congo,COD,"Mar 3, 2020",4.76
Democratic Republic of Congo,COD,"Mar 4, 2020",4.76
Democratic Republic of Congo,COD,"Mar 5, 2020",4.76
Democratic Republic of Congo,COD,"Mar 6, 2020",9.52
Democratic Republic of Congo,COD,"Mar 7, 2020",9.52
Democratic Republic of Congo,COD,"Mar 8, 2020",9.52
Democratic Republic of Congo,COD,"Mar 9, 2020",9.52
Democratic Republic of Congo,COD,"Mar 10, 2020",9.52
Democratic Republic of Congo,COD,"Mar 11, 2020",9.52
Democratic Republic of Congo,COD,"Mar 12, 2020",9.52
Democratic Republic of Congo,COD,"Mar 13, 2020",9.52
Democratic Republic of Congo,COD,"Mar 14, 2020",9.52
Democratic Republic of Congo,COD,"Mar 15, 2020",9.52
Democratic Republic of Congo,COD,"Mar 16, 2020",9.52
Democratic Republic of Congo,COD,"Mar 17, 2020",9.52
Democratic Republic of Congo,COD,"Mar 18, 2020",19.05
Democratic Republic of Congo,COD,"Mar 19, 2020",66.67
Democratic Republic of Congo,COD,"Mar 20, 2020",66.67
Democratic Republic of Congo,COD,"Mar 21, 2020",71.43
Democratic Republic of Congo,COD,"Mar 22, 2020",76.19
Democratic Republic of Congo,COD,"Mar 23, 2020",76.19
Democratic Republic of Congo,COD,"Mar 24, 2020",80.95
Democratic Republic of Congo,COD,"Mar 25, 2020",80.95
Democratic Republic of Congo,COD,"Mar 26, 2020",80.95
Democratic Republic of Congo,COD,"Mar 27, 2020",80.95
Democratic Republic of Congo,COD,"Mar 28, 2020",73.81
Denmark,DNK,"Mar 11, 2020",38.1
Denmark,DNK,"Mar 12, 2020",38.1
Denmark,DNK,"Mar 13, 2020",66.67
Denmark,DNK,"Mar 14, 2020",66.67
Denmark,DNK,"Mar 15, 2020",66.67
Denmark,DNK,"Mar 16, 2020",66.67
Denmark,DNK,"Mar 17, 2020",66.67
Denmark,DNK,"Mar 18, 2020",66.67
Denmark,DNK,"Mar 19, 2020",52.38
Denmark,DNK,"Mar 20, 2020",52.38
Denmark,DNK,"Mar 21, 2020",52.38
Denmark,DNK,"Mar 22, 2020",52.38
Dominican Republic,DOM,"Jan 1, 2020",0
Dominican Republic,DOM,"Jan 2, 2020",0
Dominican Republic,DOM,"Jan 3, 2020",0
Dominican Republic,DOM,"Jan 4, 2020",0
Dominican Republic,DOM,"Jan 5, 2020",0
Dominican Republic,DOM,"Jan 6, 2020",0
Dominican Republic,DOM,"Jan 7, 2020",0
Dominican Republic,DOM,"Jan 8, 2020",0
Dominican Republic,DOM,"Jan 9, 2020",0
Dominican Republic,DOM,"Jan 10, 2020",0
Dominican Republic,DOM,"Jan 11, 2020",0
Dominican Republic,DOM,"Jan 12, 2020",0
Dominican Republic,DOM,"Jan 13, 2020",0
Dominican Republic,DOM,"Jan 14, 2020",0
Dominican Republic,DOM,"Jan 15, 2020",0
Dominican Republic,DOM,"Jan 16, 2020",0
Dominican Republic,DOM,"Jan 17, 2020",0
Dominican Republic,DOM,"Jan 18, 2020",0
Dominican Republic,DOM,"Jan 19, 2020",0
Dominican Republic,DOM,"Jan 20, 2020",0
Dominican Republic,DOM,"Jan 21, 2020",0
Dominican Republic,DOM,"Jan 22, 2020",0
Dominican Republic,DOM,"Jan 23, 2020",0
Dominican Republic,DOM,"Jan 24, 2020",0
Dominican Republic,DOM,"Jan 25, 2020",0
Dominican Republic,DOM,"Jan 26, 2020",0
Dominican Republic,DOM,"Jan 27, 2020",0
Dominican Republic,DOM,"Jan 28, 2020",0
Dominican Republic,DOM,"Jan 29, 2020",0
Dominican Republic,DOM,"Jan 30, 2020",0
Dominican Republic,DOM,"Jan 31, 2020",0
Dominican Republic,DOM,"Feb 1, 2020",0
Dominican Republic,DOM,"Feb 2, 2020",0
Dominican Republic,DOM,"Feb 3, 2020",0
Dominican Republic,DOM,"Feb 4, 2020",0
Dominican Republic,DOM,"Feb 5, 2020",0
Dominican Republic,DOM,"Feb 6, 2020",0
Dominican Republic,DOM,"Feb 7, 2020",0
Dominican Republic,DOM,"Feb 8, 2020",0
Dominican Republic,DOM,"Feb 9, 2020",0
Dominican Republic,DOM,"Feb 10, 2020",0
Dominican Republic,DOM,"Feb 11, 2020",0
Dominican Republic,DOM,"Feb 12, 2020",0
Dominican Republic,DOM,"Feb 13, 2020",0
Dominican Republic,DOM,"Feb 14, 2020",0
Dominican Republic,DOM,"Feb 15, 2020",0
Dominican Republic,DOM,"Feb 16, 2020",0
Dominican Republic,DOM,"Feb 17, 2020",0
Dominican Republic,DOM,"Feb 18, 2020",0
Dominican Republic,DOM,"Feb 19, 2020",0
Dominican Republic,DOM,"Feb 20, 2020",0
Dominican Republic,DOM,"Feb 21, 2020",0
Dominican Republic,DOM,"Feb 22, 2020",0
Dominican Republic,DOM,"Feb 23, 2020",0
Dominican Republic,DOM,"Feb 24, 2020",0
Dominican Republic,DOM,"Feb 25, 2020",0
Dominican Republic,DOM,"Feb 26, 2020",0
Dominican Republic,DOM,"Feb 27, 2020",0
Dominican Republic,DOM,"Feb 28, 2020",0
Dominican Republic,DOM,"Feb 29, 2020",0
Dominican Republic,DOM,"Mar 1, 2020",0
Dominican Republic,DOM,"Mar 2, 2020",14.29
Dominican Republic,DOM,"Mar 3, 2020",14.29
Dominican Republic,DOM,"Mar 4, 2020",14.29
Dominican Republic,DOM,"Mar 5, 2020",14.29
Dominican Republic,DOM,"Mar 6, 2020",14.29
Dominican Republic,DOM,"Mar 7, 2020",14.29
Dominican Republic,DOM,"Mar 8, 2020",14.29
Dominican Republic,DOM,"Mar 9, 2020",23.81
Dominican Republic,DOM,"Mar 10, 2020",23.81
Dominican Republic,DOM,"Mar 11, 2020",14.29
Dominican Republic,DOM,"Mar 12, 2020",14.29
Dominican Republic,DOM,"Mar 13, 2020",14.29
Dominican Republic,DOM,"Mar 14, 2020",14.29
Dominican Republic,DOM,"Mar 15, 2020",14.29
Dominican Republic,DOM,"Mar 16, 2020",19.05
Dominican Republic,DOM,"Mar 17, 2020",19.05
Dominican Republic,DOM,"Mar 18, 2020",52.38
Dominican Republic,DOM,"Mar 19, 2020",47.62
Dominican Republic,DOM,"Mar 20, 2020",47.62
Dominican Republic,DOM,"Mar 21, 2020",47.62
Dominican Republic,DOM,"Mar 22, 2020",47.62
Dominican Republic,DOM,"Mar 23, 2020",47.62
Dominican Republic,DOM,"Mar 24, 2020",47.62
Dominican Republic,DOM,"Mar 25, 2020",47.62
Dominican Republic,DOM,"Mar 26, 2020",47.62
Dominican Republic,DOM,"Mar 27, 2020",47.62
Dominican Republic,DOM,"Mar 28, 2020",57.14
Dominican Republic,DOM,"Mar 29, 2020",57.14
Ecuador,ECU,"Jan 1, 2020",0
Ecuador,ECU,"Jan 2, 2020",0
Ecuador,ECU,"Jan 3, 2020",0
Ecuador,ECU,"Jan 4, 2020",0
Ecuador,ECU,"Jan 5, 2020",0
Ecuador,ECU,"Jan 6, 2020",0
Ecuador,ECU,"Jan 7, 2020",0
Ecuador,ECU,"Jan 8, 2020",0
Ecuador,ECU,"Jan 9, 2020",0
Ecuador,ECU,"Jan 10, 2020",0
Ecuador,ECU,"Jan 11, 2020",0
Ecuador,ECU,"Jan 12, 2020",0
Ecuador,ECU,"Jan 13, 2020",0
Ecuador,ECU,"Jan 14, 2020",0
Ecuador,ECU,"Jan 15, 2020",0
Ecuador,ECU,"Jan 16, 2020",0
Ecuador,ECU,"Jan 17, 2020",0
Ecuador,ECU,"Jan 18, 2020",0
Ecuador,ECU,"Jan 19, 2020",0
Ecuador,ECU,"Jan 20, 2020",0
Ecuador,ECU,"Jan 21, 2020",0
Ecuador,ECU,"Jan 22, 2020",0
Ecuador,ECU,"Jan 23, 2020",0
Ecuador,ECU,"Jan 24, 2020",0
Ecuador,ECU,"Jan 25, 2020",0
Ecuador,ECU,"Jan 26, 2020",14.29
Ecuador,ECU,"Jan 27, 2020",14.29
Ecuador,ECU,"Jan 28, 2020",14.29
Ecuador,ECU,"Jan 29, 2020",14.29
Ecuador,ECU,"Jan 30, 2020",14.29
Ecuador,ECU,"Jan 31, 2020",14.29
Ecuador,ECU,"Feb 1, 2020",14.29
Ecuador,ECU,"Feb 2, 2020",14.29
Ecuador,ECU,"Feb 3, 2020",14.29
Ecuador,ECU,"Feb 4, 2020",14.29
Ecuador,ECU,"Feb 5, 2020",14.29
Ecuador,ECU,"Feb 6, 2020",14.29
Ecuador,ECU,"Feb 7, 2020",14.29
Ecuador,ECU,"Feb 8, 2020",14.29
Ecuador,ECU,"Feb 9, 2020",14.29
Ecuador,ECU,"Feb 10, 2020",14.29
Ecuador,ECU,"Feb 11, 2020",14.29
Ecuador,ECU,"Feb 12, 2020",14.29
Ecuador,ECU,"Feb 13, 2020",14.29
Ecuador,ECU,"Feb 14, 2020",14.29
Ecuador,ECU,"Feb 15, 2020",14.29
Ecuador,ECU,"Feb 16, 2020",14.29
Ecuador,ECU,"Feb 17, 2020",14.29
Ecuador,ECU,"Feb 18, 2020",14.29
Ecuador,ECU,"Feb 19, 2020",14.29
Ecuador,ECU,"Feb 20, 2020",14.29
Ecuador,ECU,"Feb 21, 2020",14.29
Ecuador,ECU,"Feb 22, 2020",14.29
Ecuador,ECU,"Feb 23, 2020",14.29
Ecuador,ECU,"Feb 24, 2020",14.29
Ecuador,ECU,"Feb 25, 2020",14.29
Ecuador,ECU,"Feb 26, 2020",14.29
Ecuador,ECU,"Feb 27, 2020",14.29
Ecuador,ECU,"Feb 28, 2020",14.29
Ecuador,ECU,"Feb 29, 2020",14.29
Ecuador,ECU,"Mar 1, 2020",14.29
Ecuador,ECU,"Mar 2, 2020",19.05
Ecuador,ECU,"Mar 3, 2020",19.05
Ecuador,ECU,"Mar 4, 2020",19.05
Ecuador,ECU,"Mar 5, 2020",19.05
Ecuador,ECU,"Mar 6, 2020",19.05
Ecuador,ECU,"Mar 7, 2020",19.05
Ecuador,ECU,"Mar 8, 2020",19.05
Ecuador,ECU,"Mar 9, 2020",19.05
Ecuador,ECU,"Mar 10, 2020",19.05
Ecuador,ECU,"Mar 11, 2020",19.05
Ecuador,ECU,"Mar 12, 2020",19.05
Ecuador,ECU,"Mar 13, 2020",19.05
Ecuador,ECU,"Mar 14, 2020",19.05
Ecuador,ECU,"Mar 15, 2020",28.57
Ecuador,ECU,"Mar 16, 2020",28.57
Ecuador,ECU,"Mar 17, 2020",76.19
Ecuador,ECU,"Mar 18, 2020",76.19
Egypt,EGY,"Jan 1, 2020",0
Egypt,EGY,"Jan 2, 2020",0
Egypt,EGY,"Jan 3, 2020",0
Egypt,EGY,"Jan 4, 2020",0
Egypt,EGY,"Jan 5, 2020",0
Egypt,EGY,"Jan 6, 2020",0
Egypt,EGY,"Jan 7, 2020",0
Egypt,EGY,"Jan 8, 2020",0
Egypt,EGY,"Jan 9, 2020",0
Egypt,EGY,"Jan 10, 2020",0
Egypt,EGY,"Jan 11, 2020",0
Egypt,EGY,"Jan 12, 2020",0
Egypt,EGY,"Jan 13, 2020",0
Egypt,EGY,"Jan 14, 2020",0
Egypt,EGY,"Jan 15, 2020",0
Egypt,EGY,"Jan 16, 2020",0
Egypt,EGY,"Jan 17, 2020",0
Egypt,EGY,"Jan 18, 2020",0
Egypt,EGY,"Jan 19, 2020",0
Egypt,EGY,"Jan 20, 2020",0
Egypt,EGY,"Jan 21, 2020",0
Egypt,EGY,"Jan 22, 2020",0
Egypt,EGY,"Jan 23, 2020",0
Egypt,EGY,"Jan 24, 2020",0
Egypt,EGY,"Jan 25, 2020",0
Egypt,EGY,"Jan 26, 2020",0
Egypt,EGY,"Jan 27, 2020",0
Egypt,EGY,"Jan 28, 2020",0
Egypt,EGY,"Jan 29, 2020",0
Egypt,EGY,"Jan 30, 2020",0
Egypt,EGY,"Jan 31, 2020",0
Egypt,EGY,"Feb 1, 2020",0
Egypt,EGY,"Feb 2, 2020",0
Egypt,EGY,"Feb 3, 2020",0
Egypt,EGY,"Feb 4, 2020",0
Egypt,EGY,"Feb 5, 2020",0
Egypt,EGY,"Feb 6, 2020",0
Egypt,EGY,"Feb 7, 2020",0
Egypt,EGY,"Feb 8, 2020",0
Egypt,EGY,"Feb 9, 2020",0
Egypt,EGY,"Feb 10, 2020",0
Egypt,EGY,"Feb 11, 2020",0
Egypt,EGY,"Feb 12, 2020",0
Egypt,EGY,"Feb 13, 2020",0
Egypt,EGY,"Feb 14, 2020",0
Egypt,EGY,"Feb 15, 2020",0
Egypt,EGY,"Feb 16, 2020",0
Egypt,EGY,"Feb 17, 2020",0
Egypt,EGY,"Feb 18, 2020",0
Egypt,EGY,"Feb 19, 2020",0
Egypt,EGY,"Feb 20, 2020",0
Egypt,EGY,"Feb 21, 2020",0
Egypt,EGY,"Feb 22, 2020",0
Egypt,EGY,"Feb 23, 2020",0
Egypt,EGY,"Feb 24, 2020",0
Egypt,EGY,"Feb 25, 2020",0
Egypt,EGY,"Feb 26, 2020",0
Egypt,EGY,"Feb 27, 2020",0
Egypt,EGY,"Feb 28, 2020",0
Egypt,EGY,"Feb 29, 2020",0
Egypt,EGY,"Mar 1, 2020",0
Egypt,EGY,"Mar 2, 2020",0
Egypt,EGY,"Mar 3, 2020",0
Egypt,EGY,"Mar 4, 2020",0
Egypt,EGY,"Mar 5, 2020",0
Egypt,EGY,"Mar 6, 2020",0
Egypt,EGY,"Mar 7, 2020",0
Egypt,EGY,"Mar 8, 2020",0
Egypt,EGY,"Mar 9, 2020",0
Egypt,EGY,"Mar 10, 2020",0
Egypt,EGY,"Mar 11, 2020",0
Egypt,EGY,"Mar 12, 2020",0
Egypt,EGY,"Mar 13, 2020",0
Egypt,EGY,"Mar 14, 2020",0
Egypt,EGY,"Mar 15, 2020",0
Egypt,EGY,"Mar 16, 2020",9.52
Egypt,EGY,"Mar 17, 2020",9.52
Egypt,EGY,"Mar 18, 2020",9.52
Egypt,EGY,"Mar 19, 2020",80.95
Egypt,EGY,"Mar 20, 2020",80.95
Egypt,EGY,"Mar 21, 2020",80.95
Egypt,EGY,"Mar 22, 2020",80.95
Egypt,EGY,"Mar 23, 2020",80.95
Egypt,EGY,"Mar 24, 2020",85.71
Egypt,EGY,"Mar 25, 2020",85.71
Egypt,EGY,"Mar 26, 2020",85.71
Egypt,EGY,"Mar 27, 2020",85.71
Egypt,EGY,"Mar 28, 2020",85.71
Egypt,EGY,"Mar 29, 2020",85.71
